"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7L7ANWBT","journalArticle","","","GROUSE","","","","","","","","2021-12-25 22:41:02","2021-12-25 22:41:17","","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/Y9E4RKLL/GROUSE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEP9BNZM","webpage","","","Circumscription - A Form of Nonmonotonic Reasoning","","","","","http://jmc.stanford.edu/articles/circumscription.html","Professor John McCarthy's page","","2021-12-30 01:17:31","2021-12-30 01:17:31","2021-12-30 01:17:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LR7WP64H","journalArticle","1986","McCarthy, John","Circumscription—A Form of Non-Monotonic Reasoning","Artificial Intelligence","","","","","","1986","2021-12-30 01:21:10","2021-12-30 20:45:05","","27–39","","","13","","","","","","","","","","","","","","","","","","<p><a href=""https://archive.org/details/circumscription"">archive.org copy</a></p>; <p><a href=""http://jmc.stanford.edu/articles/circumscription.html"">http://jmc.stanford.edu/articles/circumscription.html</a></p>; <p>Reprinted in \citeMcC90</p>; <p>spotter: Guha</p> <p>see also Cyc</p>","/home/connolly/Zotero/storage/24LUH9C9/Circumscription - A Form of Nonmonotonic Reasoning.pdf","","2021-annual-purge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZXBVGDW","conferencePaper","1980","Hofstadter, Douglas Richard; Clossman, Gray; Meredith, Marsha","Shakespeare's Plays Weren't Written by Him, but by Someone Else of the Same Name an Essay on Intensionality and Frame-Based Knowledge Representation Systems","","","","","","","1980-07","2021-12-30 17:09:32","2021-12-30 20:11:56","","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/PJNE5V34/Hofstadter et al. - 1980 - Shakespeare's Plays Weren't Written by Him, but by.pdf","","2021-annual-purge; binder-semantic-web-research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FTW2NTD","conferencePaper","1999","Appel, Andrew W; Felten, Edward W","Proof-carrying authentication","Proceedings of the 6th ACM Conference on Computer and Communications Security","","","","","","1999","2021-12-30 17:21:38","2021-12-30 20:11:45","","52–62","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/2VTA778J/Appel and Felten - 1999 - Proof-carrying authentication.pdf","","2021-annual-purge; binder-semantic-web-research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIQ698ET","journalArticle","1999","Artemov, S","Understanding constructive semantics","Spinoza Lecture for European Association for Logic, Language and Information","","","","","","1999-08-17","2021-12-30 17:24:53","2021-12-30 20:11:36","","","","","","","","","","","","","","","","","","","","","","","<p>date printed: 24 Sep 2003</p> <p> </p>","/home/connolly/Zotero/storage/2MMFHTKL/Artemov - 1999 - Understanding constructive semantics.pdf","","2021-annual-purge; binder-semantic-web-research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHJ8V8VD","report","2001","Bauer, Lujo; Schneider, Michael A; Felten, Edward W","A proof-carrying authorization system","","","","","","","2001","2021-12-30 17:31:09","2021-12-30 20:11:32","","","","","","","","","","","","","Technical Report CS-TR-638-01, Department of Computer Science, Princeton …","","","","","","","","","","","/home/connolly/Zotero/storage/CRMS38EV/Bauer et al. - 2001 - A proof-carrying authorization system.pdf","","2021-annual-purge; binder-semantic-web-research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEHWWB79","conferencePaper","2002","Bauer, Lujo; Schneider, Michael A; Felten, Edward W","A General and Flexible Access-Control System for the Web.","USENIX Security Symposium","","","","","","2002","2021-12-30 17:32:56","2021-12-30 20:11:29","","93–108","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/2M22ZWDJ/Bauer et al. - 2002 - A General and Flexible Access-Control System for t.pdf","","2021-annual-purge; binder-semantic-web-research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHBCBSP3","conferencePaper","1999","Artemov, Sergei N","On explicit reflection in theorem proving and formal verification","International Conference on Automated Deduction","","","","","","1999","2021-12-30 17:39:35","2021-12-30 20:07:33","","267–281","","","","","","","","","","","Springer","","","","","","","","","","<p>25 Sep 2003</p> <p>is written on my printed copy</p>","/home/connolly/Zotero/storage/K3SNR5XE/Artemov - 1999 - On explicit reflection in theorem proving and form.pdf","","2021-annual-purge; binder-semantic-web-research; reflection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84SAIMMA","conferencePaper","1998","Necula, George C; Lee, Peter","Efficient representation and validation of proofs","Proceedings. Thirteenth Annual IEEE Symposium on Logic in Computer Science (Cat. No. 98CB36226)","","","","","","1998","2021-12-30 17:42:50","2021-12-30 20:11:48","","93–104","","","","","","","","","","","IEEE","","","","","","","","","","","/home/connolly/Zotero/storage/QGA244NK/Necula and Lee - 1998 - Efficient representation and validation of proofs.pdf","","2021-annual-purge; binder-semantic-web-research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6W9ZZ66","bookSection","1991","Crawford, James M; Kuipers, Benjamin","ALL: formalizing access-limited reasoning","Principles of Semantic Networks","","","","","","1991","2021-12-30 17:48:48","2021-12-30 20:11:51","","299–330","","","","","","","","","","","Elsevier","","","","","","","","","","","/home/connolly/Zotero/storage/39G45U27/Crawford and Kuipers - 1991 - ALL formalizing access-limited reasoning.pdf","","2021-annual-purge; binder-semantic-web-research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4AMU7RY","conferencePaper","2007","Hanson, Chris; Berners-Lee, Tim; Kagal, Lalana; Sussman, Gerald Jay; Weitzner, Daniel","Data-purpose algebra: Modeling data usage policies","Eighth IEEE International Workshop on Policies for Distributed Systems and Networks (POLICY'07)","","","","","","2007","2021-12-30 17:50:27","2021-12-30 20:11:22","","173–177","","","","","","","","","","","IEEE","","","","","","","","","","<p>#tami</p> <p>19Oct2007</p> <p> </p>; <p>printed copy</p> <p>is a draft of this publication</p> <p>by Hanson, Kagal, Sussman</p> <p> </p>","/home/connolly/Zotero/storage/EVEILRM7/Hanson et al. - 2007 - Data-purpose algebra Modeling data usage policies.pdf","","2021-annual-purge; binder-semantic-web-research; tami","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLCG3PLV","book","2021","","Semantic Web research","","","","","","a collection of papers I printed while working on Semantic Web research in the early 2000s digitally curated during the 2021 annual file purge","2021-12-30","2021-12-30 17:57:24","2021-12-30 20:04:56","","","","","","","","","","","","","","","","","","","","","","","","","","2021-annual-purge; binder-semantic-web-research","","Connolly, Dan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PF7UCNN5","conferencePaper","2005","Chaieb, Amine; Nipkow, Tobias","Verifying and reflecting quantifier elimination for Presburger arithmetic","International Conference on Logic for Programming Artificial Intelligence and Reasoning","","","","","","2005","2021-12-30 18:46:25","2021-12-30 18:47:49","","367–380","","","","","","","","","","","Springer","","","","","","","","","","<p>toread</p> <p>jared @ UT Austin?</p>","/home/connolly/Zotero/storage/JZBFQDU7/Chaieb and Nipkow - 2005 - Verifying and reflecting quantifier elimination fo.pdf","","logic; reflection; toread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AXASCEF","journalArticle","1995","Harrison, John","HOL done right","Unpublished draft, available at http://www. cl. cam. ac. uk/users/jrh/papers/holright. html","","","","","","1995","2021-12-30 18:51:11","2021-12-30 18:51:11","","","","","","","","","","","","","","","","","","","","","","","<p>14Sep2000</p> <p>Jared Austin</p> <p>class theorem</p> <p>term hyps</p> <p>conc</p> <p> </p>","/home/connolly/Zotero/storage/UDWTCXSW/Harrison - 1995 - HOL done right.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HPVJA3A","report","2008","Connolly, Dan","Transforming XHTML to LaTeX and BibTeX","","","","","https://www.w3.org/2004/04/xhlt91/","Occasionally a web page turns the corner from a casually drafted idea to an article worthy of publication. Computer science conferences often require submissions using specific LaTeX styles; for example, the ISCW2004 submission instructions require that submitted papers be formatted in the style of the Springer publications format for Lecture Notes in Computer Science (LNCS). XSLT is a convenient notation to express a transformation from XHTML to LaTeX.","2008-04-24","2021-12-30 18:58:42","2021-12-30 19:00:55","","","","","","","","","","","","","W3C","","","","","","","","","","","","","doctools; html; latex; programming; research; writing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YMQUHD9","report","2006","Polleres, Axel","SPARQL rules","","","","","","","2006","2021-12-30 19:03:59","2021-12-30 19:06:22","","","","","","","","","","","","","Tech. Report, http://www. polleres. net/publications/GIA-TR-2006-11-28. pdf","","","","","","","","","","<p>2007-02-02 print job 3368</p> <p> </p>","/home/connolly/Zotero/storage/8LK4W5EC/GIA-TR-2006-11-28.pdf","","2021-annual-purge; printed; semantic-web","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56XML54Z","bill","2006","Connolly, Dan","Transition Request to advance SPARQL to Candidate Recommendation","","","","","https://www.w3.org/2001/sw/DataAccess/crq349","Whereas W3C established our charter in February 2004 (and extended it in January 2006) we have elaborated on the value of this work to the community by way of use cases and derived design requirements we have developed specifications for SPARQL that meet our charter and requirements this specification has received wide review, within the Working Group and the community, and we have addressed the issues raised in this review with consensus on all but about ten cases. the RDF Data Access Working Group decided (21 Mar meeting minutes, pending successful outcome of ballot ) to request that you advance this specification to W3C Candidate Recommendation and call for implementation.","2006-03-22","2021-12-30 19:11:11","2021-12-30 19:16:01","","","","","","","","","","","","","","","","","","","","","","","","","","SPARQL; W3C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","W3C RDF Data Access Working Group"
"DLIMRDIE","thesis","1992","Guha, Ramanathan V","Contexts: a formalization and some applications","","","","","","","1992","2021-12-30 19:17:07","2021-12-30 19:18:21","","","","","","","","","","","","","Stanford University","","","","PhD Thesis","","","","","","<p>HOL!</p> <p>p.33</p>; <p>self-reference</p> <blockquote> <p>This is to avoid the possibility of a context being able to refer to itself.</p> </blockquote> <p>yikes! &lt;&gt; empty URI</p> <p>p23</p>; <p>use/mention?</p> <p>p 22:</p> <blockquote> <ul> <li>x is a variable symbol ... x is an element of D</li> </ul> </blockquote> <p>???</p> <p> </p>","/home/connolly/Zotero/storage/VVRCN99N/Guha - 1992 - Contexts a formalization and some applications.pdf","","2021-annual-purge; printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9K4NR9JP","journalArticle","1998","Fitelson, Branden","Using Mathematica to understand the computer proof of the Robbins Conjecture","Mathematica in Education and Research","","","","","","1998","2021-12-30 19:26:23","2021-12-30 19:27:02","","17–26","","","7","","","","","","","","","","","","","","","","","Publisher: Citeseer","<p>60 year conjecture</p> <blockquote> <p>In October 1996, Bill McCune et al at Argonne National Laboratory made national headlines (see Kolata (1996) and Peterson (1997))<br />with their computer proof of the long-standing Robbins conjecture. The Robbins conjecture had stumped some of the world's best<br />mathematicians for over 60 years.</p> </blockquote>","/home/connolly/Zotero/storage/68IXQP8X/Fitelson - 1998 - Using Mathematica to understand the computer proof.pdf","","2021-annual-purge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
